fecha,producto,categoria,precio,cantidad,cliente
2025-06-08,Mouse Inalámbrico,Electrónica,14900.0,2.0,CLI-022
2025-10-20,Lámpara LED,Hogar,12700.0,1.0,CLI-002
2025-12-23,Mouse Inalámbrico,Electrónica,14000.0,4.0,CLI-034
2025-04-29,Mouse Inalámbrico,Electrónica,15700.0,1.0,CLI-018
2025-03-29,Mouse Inalámbrico,Electrónica,16000.0,1.0,CLI-023
2025-06-28,Notebook Lenovo,Electrónica,926900.0,5.0,CLI-036
2025-12-02,Campera Impermeable,Indumentaria,75200.0,2.0,CLI-049
2025-08-29,Notebook Lenovo,Electrónica,767200.0,1.0,CLI-059
2025-02-22,Campera Impermeable,Indumentaria,71700.0,4.0,CLI-010
2026-03-16,Auriculares Bluetooth,Electrónica,38000.0,3.0,CLI-054
2026-03-29,Lámpara LED,Hogar,11500.0,1.0,CLI-023
2025-03-11,Notebook Lenovo,Electrónica,809600.0,1.0,CLI-060
2025-03-31,Silla Ergonómica,Muebles,127800.0,5.0,CLI-013
2026-05-30,Escritorio Madera,Muebles,92900.0,1.0,CLI-002
2026-02-15,Zapatillas Running,Indumentaria,61700.0,1.0,CLI-021
2026-06-20,Campera Impermeable,Indumentaria,67100.0,4.0,CLI-025
2025-12-13,Notebook Lenovo,Electrónica,865000.0,2.0,CLI-038
2025-02-06,Campera Impermeable,Indumentaria,65800.0,2.0,CLI-015
2026-03-31,Cafetera Eléctrica,Hogar,60000.0,3.0,CLI-007
2025-07-18,Silla Ergonómica,Muebles,113500.0,1.0,CLI-020
2025-12-27,Auriculares Bluetooth,Electrónica,39000.0,2.0,CLI-044
2026-02-10,Mochila Urbana,Accesorios,28800.0,2.0,CLI-028
2025-05-23,Botella Térmica,Accesorios,8900.0,1.0,CLI-058
2025-12-05,Mochila Urbana,Accesorios,27500.0,5.0,CLI-055
2025-02-07,Escritorio Madera,Muebles,98800.0,1.0,CLI-007
2026-04-27,Notebook Lenovo,Electrónica,873100.0,3.0,CLI-017
2025-12-09,Mouse Inalámbrico,Electrónica,14500.0,4.0,CLI-019
2025-12-30,Auriculares Bluetooth,Electrónica,39900.0,2.0,CLI-027
2025-09-12,Cafetera Eléctrica,Hogar,53300.0,4.0,CLI-010
2025-11-10,Teclado Mecánico,Electrónica,41100.0,1.0,CLI-020
2025-01-19,Mouse Inalámbrico,Electrónica,14700.0,1.0,CLI-036
2025-07-01,Botella Térmica,Accesorios,8100.0,4.0,CLI-055
2026-03-10,Escritorio Madera,Muebles,98800.0,1.0,CLI-060
2025-04-15,Notebook Lenovo,Electrónica,852000.0,3.0,CLI-036
2026-01-22,Cafetera Eléctrica,Hogar,59800.0,2.0,CLI-045
2026-02-22,Silla Ergonómica,Muebles,108800.0,3.0,CLI-014
2025-02-25,Auriculares Bluetooth,Electrónica,40600.0,3.0,CLI-036
2026-05-01,Campera Impermeable,Indumentaria,72700.0,3.0,CLI-054
2025-03-24,Teclado Mecánico,Electrónica,41100.0,1.0,CLI-044
2025-03-22,Silla Ergonómica,Muebles,112700.0,2.0,CLI-009
2025-08-29,Mochila Urbana,Accesorios,28900.0,2.0,CLI-010
2025-09-05,Botella Térmica,Accesorios,8800.0,2.0,CLI-045
2026-03-08,Mochila Urbana,Accesorios,32300.0,1.0,CLI-008
2026-02-28,Notebook Lenovo,Electrónica,913000.0,1.0,CLI-009
2025-02-19,Auriculares Bluetooth,Electrónica,39800.0,4.0,CLI-029
2026-05-02,Silla Ergonómica,Muebles,109100.0,1.0,CLI-044
2025-12-12,Lámpara LED,Hogar,11500.0,4.0,CLI-017
2025-10-23,Botella Térmica,Accesorios,8500.0,5.0,CLI-021
2025-09-08,Escritorio Madera,Muebles,90900.0,5.0,CLI-054
2025-02-01,Auriculares Bluetooth,Electrónica,37000.0,5.0,CLI-012
2025-09-20,Mochila Urbana,Accesorios,28400.0,2.0,CLI-017
2026-06-02,Campera Impermeable,Indumentaria,65200.0,4.0,CLI-042
2025-09-25,Auriculares Bluetooth,Electrónica,39300.0,3.0,CLI-016
2025-10-30,Botella Térmica,Accesorios,9700.0,,CLI-030
2025-11-07,Silla Ergonómica,Muebles,114700.0,5.0,CLI-055
2026-06-15,Cafetera Eléctrica,Hogar,50100.0,2.0,CLI-059
2026-04-22,Silla Ergonómica,Muebles,126600.0,2.0,CLI-021
2025-05-16,Zapatillas Running,Indumentaria,73100.0,5.0,CLI-033
2025-06-16,Botella Térmica,Accesorios,8900.0,2.0,CLI-046
2026-03-06,Auriculares Bluetooth,Electrónica,37600.0,2.0,CLI-052
2025-07-14,Silla Ergonómica,Muebles,113200.0,1.0,CLI-038
2025-11-20,Lámpara LED,Hogar,11400.0,,CLI-059
2026-01-21,Mochila Urbana,Accesorios,31700.0,1.0,CLI-043
2025-03-17,Campera Impermeable,Indumentaria,73900.0,1.0,CLI-010
2026-01-29,Campera Impermeable,Indumentaria,70800.0,1.0,CLI-053
2025-05-26,Campera Impermeable,Indumentaria,78500.0,7.0,CLI-020
2026-05-31,Auriculares Bluetooth,Electrónica,41400.0,1.0,CLI-047
2026-06-18,Silla Ergonómica,Muebles,119000.0,1.0,CLI-004
2026-04-06,Escritorio Madera,Muebles,92600.0,1.0,CLI-037
2026-04-06,Auriculares Bluetooth,Electrónica,35300.0,1.0,CLI-019
2026-06-20,Lámpara LED,Hogar,11100.0,1.0,CLI-010
2025-11-02,Auriculares Bluetooth,Electrónica,35300.0,2.0,CLI-058
2026-06-28,Notebook Lenovo,Electrónica,866800.0,5.0,CLI-002
2025-12-10,Silla Ergonómica,Muebles,118900.0,5.0,CLI-057
2025-06-07,Escritorio Madera,Muebles,,2.0,CLI-032
2026-02-08,Campera Impermeable,Indumentaria,72900.0,1.0,CLI-006
2025-09-12,Notebook Lenovo,Electrónica,809300.0,2.0,CLI-029
2025-06-19,Cafetera Eléctrica,Hogar,59600.0,1.0,CLI-059
2025-04-02,Mochila Urbana,Accesorios,30400.0,1.0,CLI-059
2025-01-03,Botella Térmica,Accesorios,8300.0,5.0,CLI-041
2025-03-03,Campera Impermeable,Indumentaria,74000.0,5.0,CLI-043
2025-01-04,Botella Térmica,Accesorios,9700.0,2.0,CLI-033
2025-08-04,Campera Impermeable,Indumentaria,70800.0,2.0,CLI-057
2026-06-24,Mouse Inalámbrico,Electrónica,15400.0,4.0,CLI-033
2025-09-22,Lámpara LED,Hogar,11700.0,4.0,CLI-028
2025-05-28,Silla Ergonómica,Muebles,124300.0,3.0,CLI-001
2026-02-12,Mochila Urbana,Accesorios,27500.0,3.0,CLI-055
2025-10-30,Auriculares Bluetooth,Electrónica,,1.0,CLI-018
2025-05-28,Escritorio Madera,Muebles,101900.0,3.0,CLI-047
2025-09-11,Mochila Urbana,Accesorios,29400.0,1.0,CLI-037
2026-03-25,Campera Impermeable,Indumentaria,68700.0,1.0,CLI-024
2025-12-07,Mochila Urbana,Accesorios,32900.0,3.0,CLI-041
2025-03-28,Campera Impermeable,Indumentaria,66200.0,1.0,CLI-041
2025-10-19,Botella Térmica,Accesorios,9500.0,2.0,CLI-035
2025-09-03,Zapatillas Running,Indumentaria,65600.0,2.0,CLI-025
2025-01-20,Cafetera Eléctrica,Hogar,59600.0,3.0,CLI-037
2026-01-26,Teclado Mecánico,Electrónica,,1.0,CLI-013
2026-03-22,Silla Ergonómica,Muebles,123300.0,1.0,CLI-005
2026-05-12,Teclado Mecánico,Electrónica,42300.0,4.0,CLI-036
2025-06-29,Mouse Inalámbrico,Electrónica,15300.0,4.0,CLI-040
2025-06-07,Teclado Mecánico,Electrónica,46400.0,3.0,CLI-054
2025-02-27,Auriculares Bluetooth,Electrónica,38600.0,4.0,CLI-023
2026-05-10,Botella Térmica,Accesorios,8200.0,1.0,CLI-039
2026-03-09,Campera Impermeable,Indumentaria,65700.0,4.0,CLI-039
2026-04-21,Botella Térmica,Accesorios,9000.0,1.0,CLI-052
2026-05-27,Mochila Urbana,Accesorios,30600.0,1.0,CLI-024
2026-04-05,Teclado Mecánico,Electrónica,49000.0,1.0,CLI-014
2026-05-05,Mouse Inalámbrico,Electrónica,16000.0,4.0,CLI-032
2025-05-01,Cafetera Eléctrica,Hogar,50100.0,1.0,CLI-031
2026-06-27,Auriculares Bluetooth,Electrónica,37400.0,1.0,CLI-010
2025-08-07,Mochila Urbana,Accesorios,31500.0,4.0,CLI-040
2026-02-28,Cafetera Eléctrica,Hogar,59200.0,3.0,CLI-035
2025-03-04,Lámpara LED,Hogar,12800.0,4.0,CLI-035
2025-07-31,Notebook Lenovo,Electrónica,861900.0,2.0,CLI-039
2025-05-20,Silla Ergonómica,Muebles,115700.0,2.0,CLI-031
2025-10-01,Zapatillas Running,Indumentaria,74600.0,1.0,CLI-009
2026-05-27,Lámpara LED,Hogar,12300.0,3.0,CLI-037
2026-06-04,Auriculares Bluetooth,Electrónica,35400.0,5.0,CLI-015
2026-06-06,Lámpara LED,Hogar,12400.0,3.0,CLI-002
2025-02-02,Mouse Inalámbrico,Electrónica,14700.0,4.0,CLI-036
2025-04-23,Lámpara LED,Hogar,12200.0,1.0,CLI-039
2025-08-14,Teclado Mecánico,Electrónica,45200.0,1.0,CLI-027
2025-10-02,Lámpara LED,Hogar,12400.0,1.0,CLI-056
2025-08-14,Notebook Lenovo,Electrónica,777100.0,1.0,CLI-015
2026-05-11,Auriculares Bluetooth,Electrónica,41500.0,2.0,CLI-036
2026-06-24,Silla Ergonómica,Muebles,127600.0,2.0,CLI-051
2025-05-28,Silla Ergonómica,Muebles,118300.0,3.0,CLI-016
2025-07-16,Botella Térmica,Accesorios,8200.0,2.0,CLI-050
2026-02-11,Mouse Inalámbrico,Electrónica,14600.0,4.0,CLI-030
2026-05-08,Escritorio Madera,Muebles,96000.0,1.0,CLI-046
2025-03-01,Auriculares Bluetooth,Electrónica,40900.0,1.0,CLI-006
2025-04-13,Auriculares Bluetooth,Electrónica,39200.0,2.0,CLI-035
2025-05-18,Escritorio Madera,Muebles,104400.0,5.0,CLI-023
2026-01-28,Mouse Inalámbrico,Electrónica,15700.0,1.0,CLI-007
2025-10-24,Mochila Urbana,Accesorios,32700.0,5.0,CLI-016
2026-03-16,Campera Impermeable,Indumentaria,70600.0,4.0,CLI-019
2026-02-07,Escritorio Madera,Muebles,87700.0,2.0,CLI-038
2026-04-26,Escritorio Madera,Muebles,102900.0,3.0,CLI-021
2026-04-21,Notebook Lenovo,Electrónica,782000.0,1.0,CLI-056
2025-01-09,Botella Térmica,Accesorios,8700.0,1.0,CLI-056
2026-03-11,Mouse Inalámbrico,Electrónica,14100.0,4.0,CLI-042
2025-11-07,Campera Impermeable,Indumentaria,72500.0,1.0,CLI-038
2025-06-22,Botella Térmica,Accesorios,9500.0,1.0,CLI-009
2025-07-19,Zapatillas Running,Indumentaria,62800.0,6.0,CLI-020
2025-11-13,Mochila Urbana,Accesorios,29500.0,4.0,CLI-045
2026-01-29,Cafetera Eléctrica,Hogar,50700.0,4.0,CLI-037
2026-04-06,Zapatillas Running,Indumentaria,63200.0,4.0,CLI-006
2025-01-29,Lámpara LED,Hogar,10900.0,2.0,CLI-055
2026-04-16,Botella Térmica,Accesorios,8400.0,1.0,CLI-047
2025-05-08,Escritorio Madera,Muebles,93800.0,4.0,CLI-048
2026-03-18,Escritorio Madera,Muebles,93500.0,5.0,CLI-056
2025-04-05,Lámpara LED,Hogar,11000.0,3.0,CLI-039
2025-12-19,Silla Ergonómica,Muebles,111100.0,4.0,CLI-033
2026-06-13,Mouse Inalámbrico,Electrónica,14400.0,1.0,CLI-018
2025-02-03,Teclado Mecánico,Electrónica,45900.0,2.0,CLI-041
2025-10-07,Lámpara LED,Hogar,12800.0,5.0,CLI-016
2025-09-12,Silla Ergonómica,Muebles,117500.0,3.0,CLI-019
2025-08-18,Mochila Urbana,Accesorios,27400.0,1.0,CLI-049
2025-09-01,Silla Ergonómica,Muebles,124100.0,2.0,CLI-035
2025-03-25,Campera Impermeable,Indumentaria,74400.0,3.0,CLI-020
2025-04-25,Escritorio Madera,Muebles,102200.0,2.0,CLI-016
2025-07-21,Botella Térmica,Accesorios,9800.0,2.0,CLI-029
2025-10-03,Campera Impermeable,Indumentaria,65400.0,1.0,CLI-031
2025-04-19,Auriculares Bluetooth,Electrónica,37500.0,4.0,CLI-034
2025-07-24,Silla Ergonómica,Muebles,115700.0,1.0,CLI-059
2025-02-08,Lámpara LED,Hogar,12900.0,2.0,CLI-050
2025-12-08,Auriculares Bluetooth,Electrónica,41700.0,2.0,CLI-005
2025-08-27,Zapatillas Running,Indumentaria,65900.0,2.0,CLI-001
2026-03-23,Mochila Urbana,Accesorios,31900.0,1.0,CLI-031
2026-02-05,Cafetera Eléctrica,Hogar,58000.0,1.0,CLI-023
2026-02-16,Mouse Inalámbrico,Electrónica,15400.0,1.0,CLI-018
2025-11-28,Notebook Lenovo,Electrónica,794600.0,1.0,CLI-009
2025-08-29,Lámpara LED,Hogar,11100.0,2.0,CLI-038
2025-04-24,Zapatillas Running,Indumentaria,72900.0,1.0,CLI-024
2025-03-19,Botella Térmica,Accesorios,9700.0,1.0,CLI-054
2025-01-05,Mochila Urbana,Accesorios,31400.0,2.0,CLI-045
2026-06-28,Escritorio Madera,Muebles,93600.0,3.0,CLI-023
2025-10-30,Zapatillas Running,Indumentaria,62900.0,4.0,CLI-043
2025-06-02,Silla Ergonómica,Muebles,127800.0,1.0,CLI-004
2025-11-12,Cafetera Eléctrica,Hogar,49800.0,4.0,CLI-033
2025-01-08,Mochila Urbana,Accesorios,27400.0,2.0,CLI-056
2026-03-19,Botella Térmica,Accesorios,8700.0,2.0,CLI-002
2025-03-21,Silla Ergonómica,Muebles,128300.0,1.0,CLI-033
2026-06-15,Lámpara LED,Hogar,13000.0,1.0,CLI-017
2025-05-21,Zapatillas Running,Indumentaria,66200.0,5.0,CLI-018
2025-10-21,Auriculares Bluetooth,Electrónica,37500.0,3.0,CLI-030
2025-08-16,Cafetera Eléctrica,Hogar,59200.0,1.0,CLI-027
2026-05-07,Escritorio Madera,Muebles,96100.0,2.0,CLI-019
2025-07-28,Lámpara LED,Hogar,12000.0,5.0,CLI-056
2025-10-19,Botella Térmica,Accesorios,8100.0,2.0,CLI-014
2026-01-18,Notebook Lenovo,Electrónica,916600.0,2.0,CLI-002
2025-07-22,Lámpara LED,Hogar,11700.0,1.0,CLI-038
2025-08-19,Escritorio Madera,Muebles,103500.0,2.0,CLI-055
2025-01-09,Mouse Inalámbrico,Electrónica,14800.0,2.0,CLI-047
2025-09-14,Teclado Mecánico,Electrónica,41500.0,1.0,CLI-009
2025-06-26,Silla Ergonómica,Muebles,117700.0,4.0,CLI-003
2026-03-18,Mouse Inalámbrico,Electrónica,16300.0,3.0,CLI-040
2026-01-03,Campera Impermeable,Indumentaria,69100.0,2.0,CLI-002
2026-06-14,Escritorio Madera,Muebles,95300.0,5.0,CLI-032
2026-04-30,Silla Ergonómica,Muebles,108900.0,2.0,CLI-019
2026-06-16,Mochila Urbana,Accesorios,29700.0,2.0,CLI-012
2025-09-16,Auriculares Bluetooth,Electrónica,37700.0,4.0,CLI-038
2026-04-08,Mouse Inalámbrico,Electrónica,15900.0,1.0,CLI-019
2025-11-27,Mochila Urbana,Accesorios,28900.0,5.0,CLI-005
2025-10-06,Teclado Mecánico,Electrónica,41500.0,2.0,CLI-016
2025-09-22,Escritorio Madera,Muebles,102800.0,1.0,CLI-006
2026-03-15,Teclado Mecánico,Electrónica,48300.0,1.0,CLI-004
2025-09-24,Lámpara LED,Hogar,11600.0,5.0,CLI-021
2025-02-03,Auriculares Bluetooth,Electrónica,36400.0,2.0,CLI-045
2025-04-27,Escritorio Madera,Muebles,92200.0,5.0,CLI-040
2026-03-27,Lámpara LED,Hogar,12000.0,2.0,CLI-022
2025-04-25,Notebook Lenovo,Electrónica,891100.0,2.0,CLI-015
2025-02-21,Silla Ergonómica,Muebles,119900.0,5.0,CLI-019
2026-06-06,Lámpara LED,Hogar,12000.0,1.0,CLI-003
2025-11-23,Teclado Mecánico,Electrónica,44000.0,2.0,CLI-038
2026-05-30,Mouse Inalámbrico,Electrónica,14400.0,2.0,CLI-039
2025-09-09,Teclado Mecánico,Electrónica,40600.0,4.0,CLI-002
2025-01-03,Lámpara LED,Hogar,11900.0,5.0,CLI-019
2025-08-14,Cafetera Eléctrica,Hogar,51900.0,4.0,CLI-032
2025-01-15,Botella Térmica,Accesorios,9100.0,2.0,CLI-003
2025-11-12,Cafetera Eléctrica,Hogar,53500.0,2.0,CLI-007
2025-10-01,Teclado Mecánico,Electrónica,49400.0,2.0,CLI-010
2025-05-23,Auriculares Bluetooth,Electrónica,40200.0,1.0,CLI-024
2025-12-19,Mochila Urbana,Accesorios,31000.0,3.0,CLI-045
2025-12-06,Notebook Lenovo,Electrónica,779900.0,1.0,CLI-012
2026-06-09,Lámpara LED,Hogar,11000.0,1.0,CLI-023
2025-03-05,Botella Térmica,Accesorios,9500.0,2.0,CLI-049
2025-04-04,Mouse Inalámbrico,Electrónica,13800.0,1.0,CLI-048
2025-10-09,Lámpara LED,Hogar,12900.0,3.0,CLI-030
2026-03-23,Botella Térmica,Accesorios,9200.0,3.0,CLI-055
2026-06-04,Auriculares Bluetooth,Electrónica,38400.0,4.0,CLI-026
2025-11-17,Campera Impermeable,Indumentaria,70400.0,4.0,CLI-038
2025-07-14,Lámpara LED,Hogar,12500.0,2.0,CLI-043
2025-01-07,Lámpara LED,Hogar,11100.0,2.0,CLI-005
2025-06-20,Escritorio Madera,Muebles,88500.0,1.0,CLI-058
2025-02-12,Escritorio Madera,Muebles,103200.0,4.0,CLI-053
2025-07-27,Botella Térmica,Accesorios,9700.0,2.0,CLI-011
2026-01-28,Notebook Lenovo,Electrónica,771400.0,2.0,CLI-047
2025-02-27,Escritorio Madera,Muebles,95100.0,2.0,CLI-030
2025-06-26,Botella Térmica,Accesorios,8900.0,1.0,CLI-052
2026-02-19,Mochila Urbana,Accesorios,28100.0,4.0,CLI-026
2025-03-15,Campera Impermeable,Indumentaria,73900.0,2.0,CLI-011
2025-02-15,Botella Térmica,Accesorios,8900.0,2.0,CLI-024
2025-03-30,Mouse Inalámbrico,Electrónica,14400.0,5.0,CLI-034
2025-07-22,Lámpara LED,Hogar,11100.0,2.0,CLI-042
2025-07-12,Teclado Mecánico,Electrónica,49000.0,4.0,CLI-002
2026-01-05,Mouse Inalámbrico,Electrónica,16400.0,1.0,CLI-025
2025-09-29,Lámpara LED,Hogar,11100.0,2.0,CLI-030
2026-02-20,Escritorio Madera,Muebles,95200.0,1.0,CLI-002
2026-05-06,Auriculares Bluetooth,Electrónica,35700.0,2.0,CLI-060
2026-04-26,Cafetera Eléctrica,Hogar,56400.0,2.0,CLI-038
2025-05-16,Botella Térmica,Accesorios,9800.0,5.0,CLI-016
2026-06-25,Lámpara LED,Hogar,11100.0,2.0,CLI-016
2025-06-11,Lámpara LED,Hogar,12400.0,5.0,CLI-031
2026-04-27,Auriculares Bluetooth,Electrónica,35700.0,5.0,CLI-023
2025-07-02,Zapatillas Running,Indumentaria,73600.0,4.0,CLI-033
2025-04-28,Mochila Urbana,Accesorios,30900.0,2.0,CLI-028
2025-01-13,Notebook Lenovo,Electrónica,906200.0,2.0,CLI-009
2025-09-18,Notebook Lenovo,Electrónica,891800.0,1.0,CLI-003
2026-02-20,Silla Ergonómica,Muebles,118900.0,1.0,CLI-011
2026-03-25,Notebook Lenovo,Electrónica,834800.0,2.0,CLI-029
2025-04-22,Campera Impermeable,Indumentaria,71100.0,3.0,CLI-028
2025-09-09,Mouse Inalámbrico,Electrónica,14300.0,5.0,CLI-016
2026-04-23,Lámpara LED,Hogar,10900.0,4.0,CLI-025
2025-09-02,Campera Impermeable,Indumentaria,70300.0,4.0,CLI-003
2025-09-16,Escritorio Madera,Muebles,87700.0,4.0,CLI-056
2025-02-19,Campera Impermeable,Indumentaria,79100.0,1.0,CLI-042
2025-09-09,Cafetera Eléctrica,Hogar,55600.0,3.0,CLI-017
2025-11-05,Mochila Urbana,Accesorios,30600.0,1.0,CLI-051
2025-01-17,Escritorio Madera,Muebles,100500.0,3.0,CLI-016
2025-06-06,Auriculares Bluetooth,Electrónica,35200.0,1.0,CLI-037
2025-02-03,Escritorio Madera,Muebles,1515000.0,1.0,CLI-040
2025-09-28,Zapatillas Running,Indumentaria,62900.0,3.0,CLI-044
2026-02-15,Mouse Inalámbrico,Electrónica,13900.0,1.0,CLI-006
2025-12-06,Escritorio Madera,Muebles,92400.0,2.0,CLI-049
2026-06-28,Zapatillas Running,Indumentaria,69300.0,7.0,CLI-053
2025-02-28,Campera Impermeable,Indumentaria,70600.0,3.0,CLI-044
2025-05-01,Auriculares Bluetooth,Electrónica,35800.0,3.0,CLI-056
2025-09-26,Campera Impermeable,Indumentaria,70300.0,3.0,CLI-007
2025-01-23,Campera Impermeable,Indumentaria,72100.0,1.0,CLI-024
2026-02-23,Escritorio Madera,Muebles,98400.0,1.0,CLI-051
2025-11-12,Notebook Lenovo,Electrónica,802500.0,1.0,CLI-001
2025-04-28,Teclado Mecánico,Electrónica,49200.0,1.0,CLI-038
2025-12-11,Zapatillas Running,Indumentaria,72500.0,5.0,CLI-046
2026-03-07,Mochila Urbana,Accesorios,27600.0,2.0,CLI-040
2026-06-14,Cafetera Eléctrica,Hogar,50800.0,2.0,CLI-005
2025-08-06,Escritorio Madera,Muebles,100700.0,3.0,CLI-018
2025-09-16,Botella Térmica,Accesorios,9600.0,1.0,CLI-022
2025-12-14,Escritorio Madera,Muebles,85600.0,1.0,CLI-037
2025-03-28,Botella Térmica,Accesorios,9700.0,2.0,CLI-037
2025-07-04,Mochila Urbana,Accesorios,31600.0,1.0,CLI-047
2026-03-11,Botella Térmica,Accesorios,8600.0,2.0,CLI-013
2025-10-10,Auriculares Bluetooth,Electrónica,41300.0,1.0,CLI-003
2026-06-23,Cafetera Eléctrica,Hogar,49700.0,1.0,CLI-027
2026-02-03,Escritorio Madera,Muebles,92400.0,1.0,CLI-001
2025-12-17,Teclado Mecánico,Electrónica,48500.0,1.0,CLI-047
2025-08-01,Campera Impermeable,Indumentaria,67900.0,3.0,CLI-050
2025-10-28,Auriculares Bluetooth,Electrónica,34500.0,2.0,CLI-057
2026-03-10,Lámpara LED,Hogar,11000.0,5.0,CLI-038
2025-12-20,Lámpara LED,Hogar,11100.0,3.0,CLI-033
2025-04-10,Cafetera Eléctrica,Hogar,50900.0,2.0,CLI-047
2025-05-30,Auriculares Bluetooth,Electrónica,38200.0,1.0,CLI-011
2025-04-03,Campera Impermeable,Indumentaria,73400.0,4.0,CLI-030
2026-01-03,Campera Impermeable,Indumentaria,65200.0,3.0,CLI-037
2025-02-12,Silla Ergonómica,Muebles,116800.0,1.0,CLI-058
