fecha,producto,categoria,precio,cantidad,cliente
2025-04-04,Botella Térmica,Accesorios,8500.0,3.0,CLI-026
2026-06-01,Lámpara LED,Hogar,12800.0,5.0,CLI-058
2026-02-09,Cafetera Eléctrica,Hogar,49800.0,4.0,CLI-012
2025-02-25,Notebook Lenovo,Electrónica,891400.0,2.0,CLI-040
2025-11-29,Notebook Lenovo,Electrónica,803900.0,1.0,CLI-052
2025-07-17,Teclado Mecánico,Electrónica,46000.0,4.0,CLI-053
2026-01-24,Mochila Urbana,Accesorios,31500.0,1.0,CLI-040
2025-11-18,Mochila Urbana,Accesorios,32100.0,2.0,CLI-033
2025-09-11,Mochila Urbana,Accesorios,31500.0,1.0,CLI-034
2025-05-05,Cafetera Eléctrica,Hogar,51000.0,5.0,CLI-043
2026-02-12,Silla Ergonómica,Muebles,112600.0,1.0,CLI-055
2026-06-13,Notebook Lenovo,Electrónica,927200.0,,CLI-057
2026-03-08,Zapatillas Running,Indumentaria,62700.0,1.0,CLI-031
2026-04-12,Zapatillas Running,Indumentaria,66100.0,5.0,CLI-055
2026-03-03,Campera Impermeable,Indumentaria,73400.0,2.0,CLI-050
2026-04-30,Auriculares Bluetooth,Electrónica,40700.0,2.0,CLI-055
2026-01-02,Mouse Inalámbrico,Electrónica,15900.0,3.0,CLI-034
2026-01-28,Mochila Urbana,Accesorios,448500.0,5.0,CLI-003
2025-11-19,Auriculares Bluetooth,Electrónica,39200.0,4.0,CLI-057
2026-05-24,Auriculares Bluetooth,Electrónica,39400.0,5.0,CLI-022
2025-03-25,Cafetera Eléctrica,Hogar,49700.0,1.0,CLI-023
2026-03-24,Botella Térmica,Accesorios,9800.0,2.0,CLI-004
2026-03-17,Mouse Inalámbrico,Electrónica,14300.0,5.0,CLI-034
2025-02-07,Lámpara LED,Hogar,12700.0,1.0,CLI-060
2026-01-02,Botella Térmica,Accesorios,8800.0,1.0,CLI-003
2026-06-24,Notebook Lenovo,Electrónica,877500.0,1.0,CLI-039
2025-03-31,Silla Ergonómica,Muebles,,4.0,CLI-013
2026-06-21,Campera Impermeable,Indumentaria,65200.0,2.0,CLI-054
2026-04-18,Botella Térmica,Accesorios,8500.0,2.0,CLI-054
2026-03-29,Notebook Lenovo,Electrónica,799600.0,1.0,CLI-060
2025-06-12,Silla Ergonómica,Muebles,121200.0,4.0,CLI-006
2025-11-03,Cafetera Eléctrica,Hogar,58500.0,3.0,CLI-022
2025-04-12,Mochila Urbana,Accesorios,31700.0,5.0,CLI-002
2025-05-24,Botella Térmica,Accesorios,9400.0,3.0,CLI-004
2025-02-12,Notebook Lenovo,Electrónica,778800.0,2.0,CLI-042
2025-09-06,Notebook Lenovo,Electrónica,862300.0,1.0,CLI-013
2025-06-09,Zapatillas Running,Indumentaria,65600.0,2.0,CLI-045
2026-01-13,Cafetera Eléctrica,Hogar,58300.0,1.0,CLI-040
2026-02-09,Botella Térmica,Accesorios,8200.0,1.0,CLI-008
2026-05-12,Zapatillas Running,Indumentaria,73000.0,3.0,CLI-051
2025-02-13,Cafetera Eléctrica,Hogar,50100.0,4.0,CLI-053
2025-06-13,Botella Térmica,Accesorios,8300.0,1.0,CLI-055
2025-06-26,Mochila Urbana,Accesorios,31200.0,2.0,CLI-059
2025-02-26,Silla Ergonómica,Muebles,124000.0,1.0,CLI-008
2025-05-08,Teclado Mecánico,Electrónica,44500.0,1.0,CLI-028
2025-03-18,Zapatillas Running,Indumentaria,74000.0,1.0,CLI-022
2025-11-20,Notebook Lenovo,Electrónica,831200.0,1.0,CLI-035
2025-11-25,Silla Ergonómica,Muebles,125500.0,1.0,CLI-013
2026-04-26,Cafetera Eléctrica,Hogar,59100.0,1.0,CLI-049
2025-12-29,Mochila Urbana,Accesorios,31600.0,2.0,CLI-040
2025-08-01,Cafetera Eléctrica,Hogar,52900.0,2.0,CLI-055
2026-04-09,Escritorio Madera,Muebles,86800.0,1.0,CLI-052
2025-09-28,Zapatillas Running,Indumentaria,67800.0,1.0,CLI-006
2025-06-21,Lámpara LED,Hogar,11500.0,2.0,CLI-031
2025-12-07,Lámpara LED,Hogar,12700.0,2.0,CLI-018
2025-06-12,Botella Térmica,Accesorios,9700.0,5.0,CLI-017
2026-05-18,Mouse Inalámbrico,Electrónica,16100.0,2.0,CLI-031
2025-11-25,Lámpara LED,Hogar,13000.0,1.0,CLI-025
2025-01-13,Botella Térmica,Accesorios,8300.0,1.0,CLI-011
2025-11-16,Escritorio Madera,Muebles,94200.0,2.0,CLI-034
2025-11-20,Botella Térmica,Accesorios,8400.0,1.0,CLI-032
2025-06-18,Cafetera Eléctrica,Hogar,51000.0,4.0,CLI-007
2026-05-19,Escritorio Madera,Muebles,90100.0,2.0,CLI-004
2026-02-10,Campera Impermeable,Indumentaria,66300.0,2.0,CLI-021
2026-04-23,Zapatillas Running,Indumentaria,70000.0,2.0,CLI-017
2025-03-30,Silla Ergonómica,Muebles,126400.0,5.0,CLI-025
2025-01-05,Zapatillas Running,Indumentaria,71200.0,4.0,CLI-054
2026-05-12,Escritorio Madera,Muebles,102500.0,1.0,CLI-003
2026-05-18,Auriculares Bluetooth,Electrónica,35100.0,,CLI-029
2025-05-14,Mochila Urbana,Accesorios,32900.0,1.0,CLI-048
2025-11-07,Auriculares Bluetooth,Electrónica,36100.0,1.0,CLI-046
2025-04-12,Auriculares Bluetooth,Electrónica,39000.0,2.0,CLI-043
2025-10-24,Mouse Inalámbrico,Electrónica,16100.0,1.0,CLI-025
2025-09-07,Silla Ergonómica,Muebles,123900.0,3.0,CLI-031
2025-11-19,Notebook Lenovo,Electrónica,928400.0,1.0,CLI-049
2025-08-27,Notebook Lenovo,Electrónica,782000.0,3.0,CLI-046
2026-05-24,Escritorio Madera,Muebles,95400.0,2.0,CLI-011
2025-06-14,Escritorio Madera,Muebles,93300.0,5.0,CLI-019
2026-03-14,Zapatillas Running,Indumentaria,65700.0,4.0,CLI-043
2025-04-11,Lámpara LED,Hogar,11400.0,1.0,CLI-022
2025-06-22,Campera Impermeable,Indumentaria,75800.0,5.0,CLI-009
2025-05-07,Cafetera Eléctrica,Hogar,54500.0,1.0,CLI-032
2025-02-08,Silla Ergonómica,Muebles,131900.0,1.0,CLI-007
2025-01-10,Cafetera Eléctrica,Hogar,59400.0,1.0,CLI-005
2026-01-16,Teclado Mecánico,Electrónica,47200.0,2.0,CLI-047
2025-01-18,Mouse Inalámbrico,Electrónica,14400.0,4.0,CLI-045
2026-02-03,Mochila Urbana,Accesorios,32400.0,3.0,CLI-025
2025-07-17,Teclado Mecánico,Electrónica,46000.0,4.0,CLI-053
2025-12-18,Botella Térmica,Accesorios,8300.0,1.0,CLI-003
2026-04-29,Mouse Inalámbrico,Electrónica,15500.0,1.0,CLI-001
2025-04-04,Botella Térmica,Accesorios,8300.0,2.0,CLI-031
2026-05-26,Cafetera Eléctrica,Hogar,53000.0,5.0,CLI-048
2025-09-28,Notebook Lenovo,Electrónica,889100.0,1.0,CLI-060
2025-06-02,Campera Impermeable,Indumentaria,78500.0,1.0,CLI-008
2025-11-08,Notebook Lenovo,Electrónica,926300.0,3.0,CLI-054
2026-05-30,Botella Térmica,Accesorios,9300.0,1.0,CLI-007
2025-05-18,Zapatillas Running,Indumentaria,67600.0,2.0,CLI-022
2025-07-04,Silla Ergonómica,Muebles,124900.0,2.0,CLI-059
2025-05-19,Mochila Urbana,Accesorios,32900.0,4.0,CLI-024
2026-02-02,Lámpara LED,Hogar,12200.0,4.0,CLI-028
2025-04-17,Campera Impermeable,Indumentaria,75400.0,3.0,CLI-009
2026-04-08,Auriculares Bluetooth,Electrónica,37300.0,5.0,CLI-026
2025-09-27,Cafetera Eléctrica,Hogar,54600.0,2.0,CLI-054
2025-10-17,Silla Ergonómica,Muebles,124400.0,5.0,CLI-005
2026-02-07,Botella Térmica,Accesorios,9600.0,3.0,CLI-021
2026-05-10,Escritorio Madera,Muebles,94500.0,5.0,CLI-047
2025-09-04,Cafetera Eléctrica,Hogar,59500.0,1.0,CLI-015
2026-06-07,Auriculares Bluetooth,Electrónica,41100.0,3.0,CLI-023
2025-05-23,Botella Térmica,Accesorios,8300.0,1.0,CLI-038
2025-05-19,Mouse Inalámbrico,Electrónica,15600.0,5.0,CLI-003
2026-06-28,Auriculares Bluetooth,Electrónica,37100.0,5.0,CLI-022
2025-01-27,Campera Impermeable,Indumentaria,78200.0,2.0,CLI-002
2026-03-22,Auriculares Bluetooth,Electrónica,41800.0,1.0,CLI-054
2025-10-20,Zapatillas Running,Indumentaria,73200.0,4.0,CLI-017
2025-06-23,Mochila Urbana,Accesorios,27500.0,3.0,CLI-006
2025-12-05,Cafetera Eléctrica,Hogar,57300.0,1.0,CLI-003
2026-04-30,Lámpara LED,Hogar,11300.0,1.0,CLI-043
2025-06-24,Mochila Urbana,Accesorios,32300.0,1.0,CLI-019
2025-06-18,Botella Térmica,Accesorios,8500.0,1.0,CLI-036
2025-06-12,Mouse Inalámbrico,Electrónica,14400.0,4.0,CLI-009
2025-11-21,Teclado Mecánico,Electrónica,44000.0,4.0,CLI-024
2026-02-17,Botella Térmica,Accesorios,8700.0,1.0,CLI-016
2025-03-25,Teclado Mecánico,Electrónica,42700.0,1.0,CLI-011
2026-01-15,Lámpara LED,Hogar,11700.0,5.0,CLI-003
2025-06-26,Cafetera Eléctrica,Hogar,60000.0,1.0,CLI-002
2025-06-01,Auriculares Bluetooth,Electrónica,35000.0,2.0,CLI-013
2025-09-27,Escritorio Madera,Muebles,101900.0,1.0,CLI-029
2025-05-01,Silla Ergonómica,Muebles,110700.0,1.0,CLI-032
2025-12-27,Zapatillas Running,Indumentaria,67700.0,4.0,CLI-044
2025-11-09,Mouse Inalámbrico,Electrónica,14000.0,1.0,CLI-033
2025-09-02,Silla Ergonómica,Muebles,131200.0,5.0,CLI-058
2025-11-06,Mochila Urbana,Accesorios,29400.0,1.0,CLI-003
2025-07-26,Teclado Mecánico,Electrónica,43600.0,1.0,CLI-059
2026-05-02,Silla Ergonómica,Muebles,129500.0,1.0,CLI-022
2025-01-02,Notebook Lenovo,Electrónica,830600.0,4.0,CLI-011
2025-06-16,Teclado Mecánico,Electrónica,48400.0,1.0,CLI-012
2025-03-27,Silla Ergonómica,Muebles,109900.0,2.0,CLI-052
2026-02-18,Mouse Inalámbrico,Electrónica,14500.0,2.0,CLI-043
2026-04-05,Escritorio Madera,Muebles,95300.0,1.0,CLI-029
2025-06-29,Mochila Urbana,Accesorios,31100.0,5.0,CLI-004
2025-05-03,Mouse Inalámbrico,Electrónica,14000.0,2.0,CLI-053
2026-06-08,Mouse Inalámbrico,Electrónica,14700.0,2.0,CLI-017
2026-03-06,Campera Impermeable,Indumentaria,75800.0,1.0,CLI-016
2026-02-11,Zapatillas Running,Indumentaria,66200.0,4.0,CLI-001
2026-04-14,Mouse Inalámbrico,Electrónica,13800.0,5.0,CLI-039
2026-03-06,Campera Impermeable,Indumentaria,75500.0,1.0,CLI-057
2025-09-11,Silla Ergonómica,Muebles,129000.0,1.0,CLI-029
2026-06-18,Auriculares Bluetooth,Electrónica,37300.0,2.0,CLI-004
2025-05-21,Lámpara LED,Hogar,12800.0,1.0,CLI-033
2026-03-21,Mochila Urbana,Accesorios,29600.0,4.0,CLI-031
2025-04-06,Lámpara LED,Hogar,12000.0,2.0,CLI-045
2025-05-05,Campera Impermeable,Indumentaria,74500.0,5.0,CLI-053
2026-01-03,Cafetera Eléctrica,Hogar,55500.0,5.0,CLI-023
2025-10-22,Cafetera Eléctrica,Hogar,59200.0,5.0,CLI-008
2025-11-17,Escritorio Madera,Muebles,102200.0,1.0,CLI-025
2025-01-17,Mochila Urbana,Accesorios,30100.0,2.0,CLI-046
2025-07-10,Notebook Lenovo,Electrónica,890200.0,2.0,CLI-037
2025-08-31,Teclado Mecánico,Electrónica,44200.0,5.0,CLI-014
2025-01-07,Teclado Mecánico,Electrónica,46800.0,3.0,CLI-018
2025-05-16,Mouse Inalámbrico,Electrónica,14100.0,5.0,CLI-036
2026-03-01,Mochila Urbana,Accesorios,27600.0,5.0,CLI-040
2025-08-02,Escritorio Madera,Muebles,91300.0,1.0,CLI-014
2025-02-10,Silla Ergonómica,Muebles,116600.0,3.0,CLI-028
2026-05-16,Botella Térmica,Accesorios,9300.0,5.0,CLI-030
2025-04-24,Campera Impermeable,Indumentaria,74400.0,1.0,CLI-006
2025-09-11,Mochila Urbana,Accesorios,28700.0,5.0,CLI-041
2025-10-01,Escritorio Madera,Muebles,91200.0,1.0,CLI-017
2025-09-06,Botella Térmica,Accesorios,9200.0,2.0,CLI-026
2025-01-13,Auriculares Bluetooth,Electrónica,34500.0,3.0,CLI-025
2025-10-12,Cafetera Eléctrica,Hogar,56500.0,3.0,CLI-011
2026-02-02,Zapatillas Running,Indumentaria,66600.0,3.0,CLI-055
2026-05-16,Mochila Urbana,Accesorios,28600.0,4.0,CLI-012
2026-03-01,Escritorio Madera,Muebles,103300.0,2.0,CLI-053
2026-04-09,Teclado Mecánico,Electrónica,41700.0,2.0,CLI-054
2025-04-28,Lámpara LED,Hogar,10900.0,3.0,CLI-011
2025-07-23,Teclado Mecánico,Electrónica,43900.0,1.0,CLI-035
2026-05-28,Zapatillas Running,Indumentaria,67900.0,3.0,CLI-003
2025-02-25,Auriculares Bluetooth,Electrónica,38100.0,5.0,CLI-041
2025-01-06,Mouse Inalámbrico,Electrónica,15800.0,2.0,CLI-012
2025-12-06,Mouse Inalámbrico,Electrónica,16100.0,5.0,CLI-007
2025-06-06,Auriculares Bluetooth,Electrónica,36700.0,4.0,CLI-037
2025-10-16,Silla Ergonómica,Muebles,113700.0,1.0,CLI-026
2025-06-03,Teclado Mecánico,Electrónica,48900.0,1.0,CLI-036
2025-09-20,Zapatillas Running,Indumentaria,71000.0,1.0,CLI-059
2026-04-30,Botella Térmica,Accesorios,9300.0,5.0,CLI-008
2025-03-11,Escritorio Madera,Muebles,90400.0,1.0,CLI-047
2026-06-14,Escritorio Madera,Muebles,87900.0,1.0,CLI-050
2025-09-23,Mouse Inalámbrico,Electrónica,13600.0,1.0,CLI-013
2025-01-21,Notebook Lenovo,Electrónica,882300.0,4.0,CLI-029
2026-03-06,Auriculares Bluetooth,Electrónica,36600.0,4.0,CLI-059
2025-03-12,Cafetera Eléctrica,Hogar,49800.0,4.0,CLI-012
2025-03-05,Botella Térmica,Accesorios,8300.0,2.0,CLI-036
2026-06-03,Mochila Urbana,Accesorios,29000.0,4.0,CLI-053
2025-03-11,Notebook Lenovo,Electrónica,911100.0,1.0,CLI-033
2025-10-24,Notebook Lenovo,Electrónica,766600.0,1.0,CLI-060
2026-02-10,Silla Ergonómica,Muebles,108200.0,1.0,CLI-059
2025-08-16,Zapatillas Running,Indumentaria,71400.0,3.0,CLI-024
2025-01-30,Botella Térmica,Accesorios,9200.0,2.0,CLI-029
2026-02-24,Zapatillas Running,Indumentaria,61500.0,1.0,CLI-031
2025-11-25,Auriculares Bluetooth,Electrónica,36500.0,1.0,CLI-043
2026-06-10,Lámpara LED,Hogar,11900.0,1.0,CLI-036
2025-05-06,Lámpara LED,Hogar,11600.0,4.0,CLI-056
2025-07-25,Botella Térmica,Accesorios,8700.0,3.0,CLI-029
2025-12-16,Cafetera Eléctrica,Hogar,51600.0,1.0,CLI-010
2025-07-29,Silla Ergonómica,Muebles,130700.0,1.0,CLI-049
2025-09-08,Mouse Inalámbrico,Electrónica,16300.0,1.0,CLI-030
2025-10-26,Campera Impermeable,Indumentaria,76100.0,2.0,CLI-030
2025-05-07,Campera Impermeable,Indumentaria,75300.0,4.0,CLI-021
2026-04-14,Auriculares Bluetooth,Electrónica,35800.0,3.0,CLI-004
2026-05-10,Zapatillas Running,Indumentaria,71800.0,3.0,CLI-038
2025-09-02,Silla Ergonómica,Muebles,118600.0,2.0,CLI-016
2025-08-03,Campera Impermeable,Indumentaria,75100.0,5.0,CLI-009
2025-07-10,Mochila Urbana,Accesorios,30500.0,4.0,CLI-006
2025-07-25,Escritorio Madera,Muebles,93300.0,5.0,CLI-010
2025-07-07,Silla Ergonómica,Muebles,119100.0,1.0,CLI-029
2025-04-03,Lámpara LED,Hogar,13100.0,1.0,CLI-029
2025-01-01,Mouse Inalámbrico,Electrónica,15900.0,2.0,CLI-057
2025-03-03,Lámpara LED,Hogar,12000.0,4.0,CLI-028
2025-08-13,Teclado Mecánico,Electrónica,45100.0,1.0,CLI-049
2025-05-21,Botella Térmica,Accesorios,8700.0,5.0,CLI-034
2025-04-29,Silla Ergonómica,Muebles,112300.0,2.0,CLI-003
2025-02-12,Escritorio Madera,Muebles,95600.0,3.0,CLI-005
2025-06-27,Cafetera Eléctrica,Hogar,59500.0,3.0,CLI-035
2025-04-13,Mouse Inalámbrico,Electrónica,15200.0,1.0,CLI-051
2025-08-13,Notebook Lenovo,Electrónica,854500.0,1.0,CLI-022
2025-12-08,Teclado Mecánico,Electrónica,41200.0,1.0,CLI-034
2025-02-01,Auriculares Bluetooth,Electrónica,35700.0,1.0,CLI-040
2026-05-13,Mouse Inalámbrico,Electrónica,16400.0,1.0,CLI-009
2025-02-14,Silla Ergonómica,Muebles,129600.0,2.0,CLI-021
2025-10-15,Zapatillas Running,Indumentaria,68900.0,1.0,CLI-012
2026-04-15,Teclado Mecánico,Electrónica,42900.0,2.0,CLI-048
2026-06-05,Zapatillas Running,Indumentaria,960000.0,6.0,CLI-024
2026-03-28,Notebook Lenovo,Electrónica,863500.0,1.0,CLI-006
2025-04-29,Mouse Inalámbrico,Electrónica,15700.0,1.0,CLI-018
2026-06-27,Teclado Mecánico,Electrónica,44000.0,2.0,CLI-014
2025-03-10,Auriculares Bluetooth,Electrónica,40100.0,3.0,CLI-024
2026-06-17,Lámpara LED,Hogar,12500.0,3.0,CLI-030
2025-03-19,Teclado Mecánico,Electrónica,47300.0,2.0,CLI-056
2025-09-22,Botella Térmica,Accesorios,9600.0,1.0,CLI-019
2025-11-05,Lámpara LED,Hogar,12100.0,1.0,CLI-020
2025-02-25,Zapatillas Running,Indumentaria,65200.0,1.0,CLI-041
2025-09-15,Zapatillas Running,Indumentaria,62200.0,2.0,CLI-059
2025-10-16,Lámpara LED,Hogar,12000.0,4.0,CLI-011
2026-04-11,Botella Térmica,Accesorios,9900.0,3.0,CLI-027
2026-01-25,Mouse Inalámbrico,Electrónica,15100.0,5.0,CLI-045
2026-02-10,Escritorio Madera,Muebles,98600.0,1.0,CLI-048
2026-02-11,Escritorio Madera,Muebles,86100.0,2.0,CLI-051
2025-12-29,Mouse Inalámbrico,Electrónica,14700.0,1.0,CLI-028
2025-08-14,Silla Ergonómica,Muebles,108800.0,2.0,CLI-035
2025-09-16,Campera Impermeable,Indumentaria,76400.0,2.0,CLI-046
2025-10-18,Escritorio Madera,Muebles,95900.0,1.0,CLI-037
2025-03-26,Botella Térmica,Accesorios,8900.0,4.0,CLI-039
2025-05-13,Lámpara LED,Hogar,12000.0,1.0,CLI-054
2025-12-14,Zapatillas Running,Indumentaria,74000.0,1.0,CLI-013
2025-06-29,Lámpara LED,Hogar,11500.0,2.0,CLI-009
2025-09-19,Escritorio Madera,Muebles,103600.0,5.0,CLI-005
2025-06-27,Botella Térmica,Accesorios,9600.0,1.0,CLI-025
2026-01-14,Campera Impermeable,Indumentaria,72800.0,4.0,CLI-009
2025-11-22,Botella Térmica,Accesorios,,4.0,CLI-025
2026-01-15,Mouse Inalámbrico,Electrónica,15100.0,2.0,CLI-004
2025-11-18,Botella Térmica,Accesorios,9400.0,2.0,CLI-013
2026-04-21,Campera Impermeable,Indumentaria,73600.0,4.0,CLI-022
2025-05-30,Notebook Lenovo,Electrónica,809300.0,4.0,CLI-019
2025-05-24,Botella Térmica,Accesorios,8100.0,5.0,CLI-019
2026-02-15,Zapatillas Running,Indumentaria,68100.0,4.0,CLI-035
2026-01-27,Cafetera Eléctrica,Hogar,59100.0,4.0,CLI-025
2026-01-25,Escritorio Madera,Muebles,97400.0,5.0,CLI-056
2026-01-21,Teclado Mecánico,Electrónica,42000.0,1.0,CLI-047
2026-05-21,Cafetera Eléctrica,Hogar,57800.0,5.0,CLI-044
2026-06-05,Botella Térmica,Accesorios,9700.0,1.0,CLI-018
2025-05-16,Mochila Urbana,Accesorios,28000.0,1.0,CLI-015
2025-01-21,Campera Impermeable,Indumentaria,70300.0,1.0,CLI-023
2025-01-30,Mochila Urbana,Accesorios,30700.0,2.0,CLI-046
2026-05-18,Mouse Inalámbrico,Electrónica,16100.0,2.0,CLI-031
2026-03-03,Campera Impermeable,Indumentaria,71800.0,5.0,CLI-012
2025-04-12,Botella Térmica,Accesorios,9300.0,1.0,CLI-009
2026-05-14,Mochila Urbana,Accesorios,28900.0,3.0,CLI-015
2025-02-25,Mochila Urbana,Accesorios,30900.0,1.0,CLI-004
2026-01-04,Botella Térmica,Accesorios,8500.0,1.0,CLI-030
2025-03-01,Notebook Lenovo,Electrónica,841800.0,2.0,CLI-049
2025-06-09,Auriculares Bluetooth,Electrónica,,3.0,CLI-007
2026-05-06,Lámpara LED,Hogar,11800.0,1.0,CLI-032
2025-05-16,Botella Térmica,Accesorios,9400.0,1.0,CLI-007
2026-02-21,Campera Impermeable,Indumentaria,75600.0,2.0,CLI-056
2026-05-03,Notebook Lenovo,Electrónica,873200.0,1.0,CLI-006
2025-06-13,Cafetera Eléctrica,Hogar,60500.0,5.0,CLI-032
2025-06-29,Lámpara LED,Hogar,12900.0,1.0,CLI-060
2026-03-10,Silla Ergonómica,Muebles,109100.0,3.0,CLI-050
2025-06-19,Silla Ergonómica,Muebles,122300.0,2.0,CLI-029
2025-12-19,Zapatillas Running,Indumentaria,66800.0,2.0,CLI-036
2025-12-06,Lámpara LED,Hogar,11100.0,1.0,CLI-017
2025-10-25,Silla Ergonómica,Muebles,128400.0,1.0,CLI-051
2026-01-01,Notebook Lenovo,Electrónica,912200.0,3.0,CLI-018
2025-10-23,Teclado Mecánico,Electrónica,47500.0,5.0,CLI-036
2025-10-03,Silla Ergonómica,Muebles,114400.0,1.0,CLI-005
2026-06-01,Cafetera Eléctrica,Hogar,57900.0,2.0,CLI-053
2025-08-19,Mouse Inalámbrico,Electrónica,14900.0,1.0,CLI-042
2026-05-25,Escritorio Madera,Muebles,103100.0,2.0,CLI-052
2026-03-09,Botella Térmica,Accesorios,8300.0,1.0,CLI-015
2026-03-29,Escritorio Madera,Muebles,104300.0,2.0,CLI-041
2026-04-07,Campera Impermeable,Indumentaria,65600.0,3.0,CLI-001
2025-06-04,Notebook Lenovo,Electrónica,802200.0,5.0,CLI-024
2025-03-20,Escritorio Madera,Muebles,90300.0,2.0,CLI-047
2025-06-05,Cafetera Eléctrica,Hogar,60100.0,1.0,CLI-033
2025-12-23,Lámpara LED,Hogar,11600.0,1.0,CLI-055
